Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UPS2_yeast	Razor + unique peptides UPS2_yeast	Unique peptides UPS2_yeast	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type UPS2_yeast	Sequence coverage UPS2_yeast [%]	Intensity	Intensity UPS2_yeast	iBAQ	iBAQ UPS2_yeast	LFQ intensity UPS2_yeast	MS/MS Count UPS2_yeast	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q12123|DCS2_YEAST	sp|Q12123|DCS2_YEAST	7	7	7	>sp|Q12123|DCS2_YEAST Inactive diphosphatase DCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCS2 PE=1 SV=3	1	7	7	7	7	7	7	26.3	26.3	26.3	40.94	353	353	1	23	0	19.849	By MS/MS	26.3	717890000	717890000	29912000	29912000	1494300000	19	19				1284	1553;1911;2982;5607;7210;7311;8368	True;True;True;True;True;True;True	1572;1935;3025;5704;7326;7428;8503	5649;5650;5651;7048;7049;7050;11005;11006;11007;21221;21222;27005;27006;27007;27008;27009;27010;27397;27398;27399;31543;31544;31545	5583;7042;7043;10985;10986;10987;21532;27518;27519;27520;27521;27522;27523;27900;27901;27902;32132;32133;32134	5583;7042;10987;21532;27520;27902;32134		
sp|Q12125|GET4_YEAST	sp|Q12125|GET4_YEAST	2	2	2	>sp|Q12125|GET4_YEAST Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET4 PE=1 SV=1	1	2	2	2	2	2	2	7.7	7.7	7.7	36.28	312	312	1	4	0	3.3643	By MS/MS	7.7	110800000	110800000	6517700	6517700	192400000	3	3				1285	192;5392	True;True	196;5484	792;793;20464;20465	870;20783;20784	870;20783		
sp|Q12133|SPC3_YEAST	sp|Q12133|SPC3_YEAST	1	1	1	>sp|Q12133|SPC3_YEAST Signal peptidase complex subunit SPC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPC3 PE=1 SV=1	1	1	1	1	1	1	1	7.6	7.6	7.6	21.349	184	184	1	2	0	2.1321	By MS/MS	7.6	39705000	39705000	5672200	5672200	107930000	1	1				1286	8683	True	8824	32837;32838	33461	33461		
sp|Q12154|GET3_YEAST	sp|Q12154|GET3_YEAST	5	5	5	>sp|Q12154|GET3_YEAST ATPase GET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET3 PE=1 SV=1	1	5	5	5	5	5	5	15.3	15.3	15.3	39.353	354	354	1	12	0	17.485	By MS/MS	15.3	431200000	431200000	23955000	23955000	935700000	15	15				1287	2009;2256;2371;5351;8160	True;True;True;True;True	2034;2284;2401;5439;8291	7409;8347;8348;8349;8752;8753;20303;20304;20305;30729;30730;30731	7397;8354;8355;8356;8357;8358;8359;8785;8786;20628;20629;20630;20631;31317;31318;31319	7397;8356;8785;20628;31319		
sp|Q12156|AIM7_YEAST	sp|Q12156|AIM7_YEAST	1	1	1	>sp|Q12156|AIM7_YEAST Protein AIM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM7 PE=1 SV=1	1	1	1	1	1	1	1	7.4	7.4	7.4	17.13	149	149	1	3	0	2.6326	By MS/MS	7.4	88134000	88134000	14689000	14689000	185700000	3	3				1288	2427	True	2457	8936;8937;8938	8966;8967;8968	8968		
sp|Q12159|YRA1_YEAST	sp|Q12159|YRA1_YEAST	9	9	9	>sp|Q12159|YRA1_YEAST RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA1 PE=1 SV=2	1	9	9	9	9	9	9	38.9	38.9	38.9	24.955	226	226	1	27	0	19.77	By MS/MS	38.9	2112900000	2112900000	192080000	192080000	4507300000	22	22				1289	1484;1722;2291;2830;4810;6614;6623;7923;8019	True;True;True;True;True;True;True;True;True	1502;1744;2320;2868;4879;6726;6735;8051;8148	5340;5341;5342;5343;6327;6328;6329;8460;8461;10362;10363;10364;18182;18183;18184;18185;18186;18187;24879;24880;24881;24904;29829;29830;29831;30209;30210	5222;5223;5224;5225;6300;6301;8472;10332;10333;10334;18443;18444;18445;18446;18447;18448;25245;25246;25247;25248;25266;30379;30788;30789	5222;6300;8472;10333;18444;25245;25266;30379;30788		
sp|Q12160|YP063_YEAST	sp|Q12160|YP063_YEAST	2	2	2	>sp|Q12160|YP063_YEAST Uncharacterized protein YPR063C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR063C PE=1 SV=1	1	2	2	2	2	2	2	19.3	19.3	19.3	15.441	140	140	1	5	0	12.948	By MS/MS	19.3	153640000	153640000	21949000	21949000	304160000	5	5				1290	479;7291	True;True	487;7408	1850;1851;27330;27331;27332	1842;1843;27828;27829;27830	1842;27828		
sp|Q12164|POM33_YEAST	sp|Q12164|POM33_YEAST	2	2	2	>sp|Q12164|POM33_YEAST Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM33 PE=1 SV=1	1	2	2	2	2	2	2	7.9	7.9	7.9	32.186	279	279	1	6	0	10.424	By MS/MS	7.9	101190000	101190000	6745800	6745800	220980000	4	4				1291	4975;5885	True;True	5047;5988	18835;18836;18837;22195;22196;22197	19158;22511;22512;22513	19158;22511		
sp|Q12165|ATPD_YEAST	sp|Q12165|ATPD_YEAST	1	1	1	>sp|Q12165|ATPD_YEAST ATP synthase subunit delta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP16 PE=1 SV=1	1	1	1	1	1	1	1	15	15	15	17.02	160	160	1	6	0	14.547	By MS/MS	15	301970000	301970000	43139000	43139000	700400000	4	4				1292	4917	True	4988	18608;18609;18610;18611;18612;18613	18948;18949;18950;18951	18950		
sp|Q12178|FCY1_YEAST	sp|Q12178|FCY1_YEAST	2	2	2	>sp|Q12178|FCY1_YEAST Cytosine deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FCY1 PE=1 SV=1	1	2	2	2	2	2	2	17.7	17.7	17.7	17.507	158	158	1	11	0	13.94	By MS/MS	17.7	652140000	652140000	72460000	72460000	1342200000	7	7				1293	2636;2844	True;True	2667;2882	9680;9681;9682;9683;9684;10433;10434;10435;10436;10437;10438	9701;9702;9703;10396;10397;10398;10399;10400	9703;10398		
sp|Q12189|RPIA_YEAST	sp|Q12189|RPIA_YEAST	1	1	1	>sp|Q12189|RPIA_YEAST Ribose-5-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RKI1 PE=1 SV=1	1	1	1	1	1	1	1	3.9	3.9	3.9	28.258	258	258	1	2	0.0083841	1.2115	By MS/MS	3.9	30327000	30327000	1684900	1684900	82439000	1	1				1294	2608	True	2639	9588;9589	9596	9596		
sp|Q12204|YOR22_YEAST	sp|Q12204|YOR22_YEAST	1	1	1	>sp|Q12204|YOR22_YEAST Probable phospholipase YOR022C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR022C PE=1 SV=1	1	1	1	1	1	1	1	2	2	2	81.768	715	715	1	2	0.0023904	1.673	By MS/MS	2	5287100	5287100	125880	125880	9879900	1	1				1295	7360	True	7477	27569;27570	28081	28081		
sp|Q12212|SIA1_YEAST	sp|Q12212|SIA1_YEAST	1	1	1	>sp|Q12212|SIA1_YEAST Protein SIA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIA1 PE=2 SV=1	1	1	1	1	1	1	1	2.1	2.1	2.1	71.845	622	622	1	3	0.009716	1.0321	By MS/MS	2.1	277630000	277630000	8165700	8165700	585150000	2	2				1296	3832	True	3885	14325;14326;14327	14514;14515	14515		
sp|Q12213|RL7B_YEAST	sp|Q12213|RL7B_YEAST	13	13	1	>sp|Q12213|RL7B_YEAST 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL7B PE=1 SV=3	1	13	13	1	13	13	1	52.5	52.5	3.7	27.696	244	244	1	46	0	59.269	By MS/MS	52.5	308040000	308040000	25670000	25670000	641690000	3	3				1297	33;572;2676;3064;3612;3613;3666;4175;4573;5015;6011;6968;8047	True;True;True;True;True;True;True;True;True;True;True;True;True	33;581;2707;3108;3662;3663;3718;4235;4638;5087;6114;7084;8176	125;126;127;128;129;130;2261;2262;2263;9828;9829;9830;11390;11391;11392;11393;11394;11395;11396;11397;11398;13468;13469;13470;13471;13472;13691;13692;15779;15780;15781;17238;17239;17240;18966;18967;18968;22616;22617;22618;26137;26138;26139;30306;30307;30308	136;137;138;139;140;141;142;2292;2293;2294;2295;2296;2297;9840;9841;11388;11389;11390;11391;11392;11393;11394;11395;13516;13517;13518;13519;13520;13521;13522;13523;13792;13793;15913;15914;15915;15916;17447;17448;17449;19275;19276;19277;19278;19279;19280;19281;19282;19283;19284;19285;22898;26583;26584;26585;30872;30873;30874	141;2293;9841;11392;13520;13523;13793;15916;17448;19275;22898;26583;30873		
sp|Q12230|LSP1_YEAST	sp|Q12230|LSP1_YEAST	14	14	13	>sp|Q12230|LSP1_YEAST Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSP1 PE=1 SV=1	1	14	14	13	14	14	13	47.2	47.2	42.2	38.071	341	341	1	55	0	78.493	By MS/MS	47.2	8484400000	8484400000	565630000	565630000	18003000000	58	58				1298	63;108;365;406;480;530;1610;2041;3715;3802;5402;5572;5892;6132	True;True;True;True;True;True;True;True;True;True;True;True;True;True	63;110;371;412;488;538;1631;2067;3767;3855;5494;5668;5995;6237	261;262;263;464;465;466;467;468;469;1430;1431;1432;1433;1434;1435;1436;1437;1438;1587;1588;1589;1852;1853;1854;2081;2082;2083;2084;5953;5954;7554;7555;7556;13857;13858;13859;14217;14218;14219;14220;14221;14222;20493;20494;20495;21105;21106;21107;21108;22221;22222;22223;23060;23061;23062	305;306;307;308;542;543;544;545;546;547;548;549;1444;1445;1446;1447;1448;1449;1450;1451;1585;1586;1587;1844;1845;1846;1847;1848;1849;1850;1851;2099;2100;2101;2102;5959;7537;7538;7539;7540;13977;13978;13979;13980;13981;14423;14424;14425;14426;14427;14428;20806;20807;20808;20809;20810;20811;21422;21423;21424;21425;21426;21427;22535;22536;22537;23396;23397	307;547;1451;1587;1845;2101;5959;7539;13981;14426;20809;21424;22536;23397		
sp|Q12233|ATPN_YEAST	sp|Q12233|ATPN_YEAST	1	1	1	>sp|Q12233|ATPN_YEAST ATP synthase subunit g, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP20 PE=1 SV=1	1	1	1	1	1	1	1	9.6	9.6	9.6	12.921	115	115	1	3	0	2.0832	By MS/MS	9.6	117290000	117290000	14661000	14661000	250320000	3	3				1299	3739	True	3791	13982;13983;13984	14193;14194;14195	14193		
sp|Q12250|RPN5_YEAST	sp|Q12250|RPN5_YEAST	3	3	3	>sp|Q12250|RPN5_YEAST 26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN5 PE=1 SV=3	1	3	3	3	3	3	3	10.8	10.8	10.8	51.768	445	445	1	6	0	13.399	By MS/MS	10.8	110140000	110140000	4405400	4405400	227740000	4	4				1300	3323;7528;7856	True;True;True	3372;7647;7983	12412;12413;28168;28169;28170;29524	12433;28664;28665;30056	12433;28665;30056		
sp|Q12265|KPR5_YEAST	sp|Q12265|KPR5_YEAST	3	3	3	>sp|Q12265|KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS5 PE=1 SV=1	1	3	3	3	3	3	3	6	6	6	53.504	496	496	1	7	0	3.4404	By MS/MS	6	149630000	149630000	5343800	5343800	321100000	3	3				1301	2368;3698;4587	True;True;True	2398;3750;4652	8740;8741;8742;13799;13800;17274;17275	8768;8769;8770;13915;13916;17476;17477	8770;13916;17477		
sp|Q12271|INP53_YEAST	sp|Q12271|INP53_YEAST	3	3	3	>sp|Q12271|INP53_YEAST Polyphosphatidylinositol phosphatase INP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INP53 PE=1 SV=1	1	3	3	3	3	3	3	3.3	3.3	3.3	124.58	1107	1107	1	4	0	14.762	By MS/MS	3.3	79678000	79678000	1350500	1350500	216590000	2	2				1302	1680;5589;7587	True;True;True	1702;5685;7709	6199;6200;21159;28400	6183;21474;28928	6183;21474;28928		
sp|Q12285|MDY2_YEAST	sp|Q12285|MDY2_YEAST	3	3	3	>sp|Q12285|MDY2_YEAST Ubiquitin-like protein MDY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDY2 PE=1 SV=1	1	3	3	3	3	3	3	16	16	16	23.732	212	212	1	6	0	7.5753	By MS/MS	16	127810000	127810000	10651000	10651000	320740000	4	4				1303	2268;5687;7914	True;True;True	2297;5786;8042	8392;8393;8394;21484;29798;29799	8414;8415;8416;21765;30348	8415;21765;30348		
sp|Q12287|COX17_YEAST	sp|Q12287|COX17_YEAST	1	1	1	>sp|Q12287|COX17_YEAST Cytochrome c oxidase copper chaperone OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX17 PE=1 SV=3	1	1	1	1	1	1	1	18.8	18.8	18.8	8.056	69	69	1	2	0.0023828	1.6483	By MS/MS	18.8	44497000	44497000	14832000	14832000	120950000	1	1				1304	1191	True	1208	4402;4403	4314	4314		
sp|Q12305|RDL1_YEAST	sp|Q12305|RDL1_YEAST	9	9	9	>sp|Q12305|RDL1_YEAST Thiosulfate sulfurtransferase RDL1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RDL1 PE=1 SV=1	1	9	9	9	9	9	9	82.7	82.7	82.7	15.413	139	139	1	36	0	65.785	By MS/MS	82.7	3891900000	3891900000	555990000	555990000	8370300000	33	33				1305	651;1788;3036;5847;5848;6082;6524;7595;7596	True;True;True;True;True;True;True;True;True	661;1810;3080;5950;5951;6186;6635;7717;7718	2571;2572;2573;6531;6532;6533;6534;6535;6536;11230;11231;11232;11233;11234;11235;22078;22079;22080;22081;22882;22883;22884;24508;24509;24510;24511;24512;24513;28420;28421;28422;28423;28424;28425;28426;28427	2602;2603;2604;6475;6476;6477;6478;6479;6480;11217;11218;11219;11220;11221;22409;22410;22411;22412;23211;23212;23213;24861;24862;24863;24864;24865;24866;28948;28949;28950;28951;28952;28953;28954	2604;6476;11217;22411;22412;23213;24863;28948;28954		
sp|Q12306|SMT3_YEAST	sp|Q12306|SMT3_YEAST	4	4	4	>sp|Q12306|SMT3_YEAST Ubiquitin-like protein SMT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMT3 PE=1 SV=1	1	4	4	4	4	4	4	46.5	46.5	46.5	11.597	101	101	1	13	0	19.049	By MS/MS	46.5	1160200000	1160200000	165740000	165740000	2404000000	12	12				1306	2274;3721;4758;8098	True;True;True;True	2303;3773;4825;8227	8408;8409;8410;13874;13875;13876;17991;17992;30487;30488;30489;30490;30491	8427;8428;8429;8430;8431;13992;13993;13994;13995;18257;31053;31054;31055	8429;13995;18257;31054		
sp|Q12329|HSP42_YEAST	sp|Q12329|HSP42_YEAST	3	3	3	>sp|Q12329|HSP42_YEAST Heat shock protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP42 PE=1 SV=1	1	3	3	3	3	3	3	12.5	12.5	12.5	42.816	375	375	1	10	0	4.9871	By MS/MS	12.5	385630000	385630000	27545000	27545000	852030000	5	5				1307	596;6794;8646	True;True;True	605;6909;8787	2334;2335;2336;25557;25558;25559;32644;32645;32646;32647	2366;25992;33257;33258;33259;33260	2366;25992;33259		
sp|Q12335|PST2_YEAST	sp|Q12335|PST2_YEAST	6	6	6	>sp|Q12335|PST2_YEAST Protoplast secreted protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PST2 PE=1 SV=1	1	6	6	6	6	6	6	59.1	59.1	59.1	20.965	198	198	1	24	0	128.97	By MS/MS	59.1	4807200000	4807200000	534130000	534130000	10153000000	26	26				1308	354;2159;2666;5818;6731;7131	True;True;True;True;True;True	360;2186;2697;5921;6846;7247	1388;1389;1390;7996;7997;7998;9797;9798;9799;9800;9801;9802;21940;21941;21942;25323;25324;25325;25326;25327;25328;26723;26724;26725	1402;1403;1404;8016;8017;8018;9814;9815;9816;9817;9818;9819;9820;22236;22237;22238;25759;25760;25761;25762;25763;25764;27233;27234;27235;27236	1404;8017;9814;22238;25759;27235		
sp|Q12344|GYP5_YEAST	sp|Q12344|GYP5_YEAST	1	1	1	>sp|Q12344|GYP5_YEAST GTPase-activating protein GYP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP5 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	101.8	894	894	1	2	0.0031373	1.474	By MS/MS	1	19033000	19033000	442630	442630	36388000	1	1				1309	1979	True	2004	7308;7309	7315	7315		
sp|Q12349|ATP14_YEAST	sp|Q12349|ATP14_YEAST	2	2	2	>sp|Q12349|ATP14_YEAST ATP synthase subunit H, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP14 PE=1 SV=1	1	2	2	2	2	2	2	40.3	40.3	40.3	14.128	124	124	1	8	0	17.857	By MS/MS	40.3	1615300000	1615300000	201920000	201920000	3492400000	6	6				1310	697;4268	True;True	708;4329	2751;2752;2753;2754;2755;16127;16128;16129	2804;2805;2806;2807;2808;16312	2806;16312		
sp|Q12362|RIB2_YEAST	sp|Q12362|RIB2_YEAST	1	1	1	>sp|Q12362|RIB2_YEAST Bifunctional protein RIB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB2 PE=1 SV=1	1	1	1	1	1	1	1	1.7	1.7	1.7	67.035	591	591	1	3	0	2.0993	By MS/MS	1.7	12357000	12357000	398610	398610	27011000	2	2				1311	4980	True	5052	18850;18851;18852	19174;19175;19176	19176		
sp|Q12363|WTM1_YEAST	sp|Q12363|WTM1_YEAST	18	18	18	>sp|Q12363|WTM1_YEAST Transcriptional modulator WTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WTM1 PE=1 SV=1	1	18	18	18	18	18	18	55.4	55.4	55.4	48.382	437	437	1	87	0	120.85	By MS/MS	55.4	14292000000	14292000000	714580000	714580000	29682000000	81	81				1312	11;1278;2125;2443;3480;4151;5556;5784;6672;6673;6761;6802;7137;7402;7483;8043;8044;8629	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	11;1295;2151;2474;3529;4210;5652;5887;6786;6787;6876;6917;7253;7519;7601;8172;8173;8769	34;4670;4671;4672;7861;7862;7863;7864;7865;7866;9005;9006;9007;13000;13001;13002;13003;13004;13005;15669;15670;15671;21054;21055;21056;21832;21833;25113;25114;25115;25116;25117;25118;25119;25120;25121;25122;25123;25408;25409;25410;25580;25581;25582;25583;25584;25585;25586;25587;26738;26739;26740;27700;27701;27702;27703;27704;27705;27996;27997;27998;27999;28000;28001;28002;28003;28004;28005;28006;30291;30292;30293;30294;30295;30296;30297;30298;30299;30300;30301;30302;32572;32573;32574;32575;32576;32577	46;4559;4560;7864;7865;7866;7867;7868;7869;9046;9047;9048;13061;13062;13063;13064;13065;13066;13067;13068;15814;15815;21377;21378;22110;25538;25539;25540;25541;25542;25543;25544;25545;25830;25831;25832;26009;26010;26011;26012;26013;26014;26015;26016;26017;26018;26019;26020;26021;26022;27245;27246;27247;27248;27249;27250;28185;28186;28187;28188;28189;28500;28501;28502;28503;28504;28505;28506;28507;28508;30863;30864;30865;30866;30867;30868;30869;33184;33185;33186;33187;33188	46;4559;7865;9046;13066;15814;21377;22110;25540;25542;25832;26013;27249;28188;28501;30865;30869;33188		
sp|Q12373|HIF1_YEAST	sp|Q12373|HIF1_YEAST	1	1	1	>sp|Q12373|HIF1_YEAST HAT1-interacting factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIF1 PE=1 SV=1	1	1	1	1	1	1	1	2.9	2.9	2.9	43.428	385	385	1	3	0.0023885	1.6725	By MS/MS	2.9	57291000	57291000	3580700	3580700	110650000	3	3				1313	7281	True	7398	27275;27276;27277	27768;27769;27770	27768		
sp|Q12377|RPN6_YEAST	sp|Q12377|RPN6_YEAST	5	5	5	>sp|Q12377|RPN6_YEAST 26S proteasome regulatory subunit RPN6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN6 PE=1 SV=3	1	5	5	5	5	5	5	11.3	11.3	11.3	49.773	434	434	1	11	0	4.6381	By MS/MS	11.3	213020000	213020000	10144000	10144000	482600000	6	6				1314	1160;1175;1176;1683;3491	True;True;True;True;True	1176;1192;1193;1705;3540	4311;4312;4313;4358;4359;6207;6208;6209;13031;13032;13033	4227;4228;4276;4277;6189;6190;6191;13089;13090	4227;4276;4277;6189;13089		
sp|Q12402|YOP1_YEAST	sp|Q12402|YOP1_YEAST	2	2	2	>sp|Q12402|YOP1_YEAST Protein YOP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOP1 PE=1 SV=3	1	2	2	2	2	2	2	8.9	8.9	8.9	20.269	180	180	1	7	0	3.6203	By MS/MS	8.9	1017600000	1017600000	127200000	127200000	2222900000	8	8				1315	3602;3847	True;True	3652;3900	13441;13442;13443;14374;14375;14376;14377	13493;13494;14564;14565;14566;14567;14568;14569	13493;14569		
sp|Q12408|NPC2_YEAST	sp|Q12408|NPC2_YEAST	1	1	1	>sp|Q12408|NPC2_YEAST Phosphatidylglycerol/phosphatidylinositol transfer protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPC2 PE=1 SV=1	1	1	1	1	1	1	1	6.4	6.4	6.4	19.063	173	173	1	3	0	6.6774	By MS/MS	6.4	142440000	142440000	23739000	23739000	306420000	6	6				1316	1954	True	1979	7221;7222;7223	7227;7228;7229;7230;7231;7232	7227		
sp|Q12434|GDIR_YEAST	sp|Q12434|GDIR_YEAST	4	4	4	>sp|Q12434|GDIR_YEAST Rho GDP-dissociation inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RDI1 PE=1 SV=1	1	4	4	4	4	4	4	27.2	27.2	27.2	23.138	202	202	1	21	0	27.697	By MS/MS	27.2	868790000	868790000	86879000	86879000	1815500000	15	15				1317	3292;5625;7247;8070	True;True;True;True	3340;5722;7363;8199	12298;12299;12300;12301;12302;12303;12304;21277;21278;21279;27138;27139;27140;30389;30390;30391;30392;30393;30394;30395;30396	12348;12349;12350;12351;12352;12353;21578;21579;27643;27644;27645;30966;30967;30968;30969	12352;21579;27644;30968		
sp|Q12443|RTN2_YEAST	sp|Q12443|RTN2_YEAST	5	5	5	>sp|Q12443|RTN2_YEAST Reticulon-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTN2 PE=1 SV=1	1	5	5	5	5	5	5	16.5	16.5	16.5	44.358	393	393	1	21	0	29.965	By MS/MS	16.5	1582400000	1582400000	79118000	79118000	3243500000	16	16				1318	152;1586;3053;3203;7469	True;True;True;True;True	156;1606;3097;3250;7587	657;658;659;5875;5876;5877;11338;11339;11340;11341;11342;11343;11990;11991;11992;11993;11994;27948;27949;27950;27951	753;754;755;5887;11344;11345;11346;11347;11348;11349;12036;12037;12038;12039;28454;28455;28456	753;5887;11345;12037;28455		
sp|Q12447|PAA1_YEAST	sp|Q12447|PAA1_YEAST	6	6	6	>sp|Q12447|PAA1_YEAST Polyamine N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAA1 PE=1 SV=1	1	6	6	6	6	6	6	36.1	36.1	36.1	21.947	191	191	1	19	0	22.151	By MS/MS	36.1	1349100000	1349100000	112430000	112430000	2521400000	15	15				1319	1903;3475;3690;4591;5623;5936	True;True;True;True;True;True	1927;3524;3742;4656;5720;6039	7021;7022;7023;7024;7025;12986;12987;13774;13775;13776;17284;17285;17286;21272;21273;21274;22367;22368;22369	7017;7018;13040;13041;13892;13893;13894;17484;17485;17486;21574;21575;21576;22666;22667;22668	7018;13040;13892;17486;21574;22667		
sp|Q12449|AHA1_YEAST	sp|Q12449|AHA1_YEAST	13	13	13	>sp|Q12449|AHA1_YEAST Hsp90 co-chaperone AHA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AHA1 PE=1 SV=1	1	13	13	13	13	13	13	40	40	40	39.435	350	350	1	49	0	73.925	By MS/MS	40	2112300000	2112300000	124250000	124250000	4543700000	37	37				1320	424;1029;1914;4097;5135;5424;6081;6359;6780;6909;7858;8241;8360	True;True;True;True;True;True;True;True;True;True;True;True;True	430;1043;1938;4155;5210;5516;6185;6466;6895;7025;7985;8375;8495	1642;1643;1644;3869;3870;3871;3872;3873;3874;7056;7057;7058;7059;7060;7061;15423;15424;15425;15426;15427;15428;19408;19409;19410;20567;20568;20569;22879;22880;22881;23924;25519;25520;25521;25950;25951;25952;29528;29529;29530;31103;31104;31105;31106;31107;31108;31518;31519;31520	1640;1641;1642;3811;3812;3813;3814;3815;3816;7046;7047;7048;7049;15572;15573;15574;19736;19737;19738;20875;20876;20877;23210;24300;25954;25955;26395;26396;26397;30060;30061;30062;31707;31708;31709;32114;32115;32116	1642;3811;7048;15572;19736;20877;23210;24300;25955;26395;30062;31709;32116		
sp|Q12450|ERP4_YEAST;sp|P39704|ERP2_YEAST	sp|Q12450|ERP4_YEAST;sp|P39704|ERP2_YEAST	2;1	2;1	2;1	>sp|Q12450|ERP4_YEAST Protein ERP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERP4 PE=1 SV=1;>sp|P39704|ERP2_YEAST Protein ERP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERP2 PE=1 SV=1	2	2	2	2	2	2	2	7.2	7.2	7.2	23.515	207	207;215	1	5	0.0083714	1.2026	By MS/MS	7.2	215720000	215720000	26965000	26965000	436930000	3	3				1321	3183;4167	True;True	3229;4227	11911;11912;15741;15742;15743	11959;15876;15877;15878	11959;15876		
sp|Q12451|OSH2_YEAST	sp|Q12451|OSH2_YEAST	1	1	1	>sp|Q12451|OSH2_YEAST Oxysterol-binding protein homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH2 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	145.79	1283	1283	1	1	0	2.9584	By MS/MS	1	10715000	10715000	175660	175660	29127000	1	1				1322	7369	True	7486	27593	28101	28101		
sp|Q12452|ERG27_YEAST	sp|Q12452|ERG27_YEAST	7	7	7	>sp|Q12452|ERG27_YEAST 3-keto-steroid reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG27 PE=1 SV=1	1	7	7	7	7	7	7	21.9	21.9	21.9	39.724	347	347	1	17	0	13.712	By MS/MS	21.9	370190000	370190000	17628000	17628000	817620000	9	9				1323	44;1940;4574;4627;5113;8064;8591	True;True;True;True;True;True;True	44;1965;4639;4692;5188;8193;8731	162;163;7165;7166;7167;17241;17506;17507;19334;19335;19336;30367;30368;30369;32455;32456;32457	188;7179;7180;17450;17761;17762;19663;19664;30947;33089;33090	188;7179;17450;17761;19664;30947;33090		
